,TEAM,TEAM_ID,START_DATE,END_DATE,AVERAGE_CLUSTERING,S_METRIC,GLOBAL_EFFICIENCY,LOCAL_EFFICIENCY,CLIQUE_NUMBER,NODE_CONNECTIVITY,STOER_WAGNER,AVERAGE_CORE_NUMBER,DEGREE_ASSORTATIVITY_COEFFICIENT,RANDOMIZED_PARTITIONING,ONE_EXCHANGE,ESTRADA_INDEX,PROMINENT_GROUP_CENTRALITY,AVERAGE_NODE_CONNECTIVITY,AVERAGE_DEGREE_CONNECTIVITY
15,ATL,1610612737,2021-10-21,2021-11-17,0.7919861884147598,4173.0,0.8076923076923077,0.8938285920428777,7,4,,6.142857142857143,0.21221017567869763,2264.733333333333,2763.0,6065.20995086864,,6.087912087912088,8.185223003454915
16,ATL,1610612737,2021-10-23,2021-11-20,0.7919861884147598,4173.0,0.8076923076923077,0.8938285920428777,7,4,,6.142857142857143,0.21400769842068149,2176.0533333333333,2748.0,6065.20995086864,,6.087912087912088,8.32575673763246
17,ATL,1610612737,2021-10-25,2021-11-22,0.787569573283859,3959.0,0.7985347985347985,0.8920531849103277,7,4,,6.071428571428571,0.21440657622677092,2223.9866666666667,2774.0,5228.151089335126,,5.9010989010989015,8.364300716218906
18,ATL,1610612737,2021-10-27,2021-11-24,0.75124716553288,3466.0,0.7875457875457874,0.8732666804095377,7,4,,5.428571428571429,0.2925323853654603,2095.3333333333335,2790.0,3532.5821348952063,,5.736263736263736,8.053879793342064
19,ATL,1610612737,2021-10-28,2021-11-26,0.75124716553288,3466.0,0.7875457875457874,0.8732666804095377,7,4,,5.428571428571429,0.2784660063963936,2351.7066666666665,2826.0,3532.5821348952063,,5.736263736263736,8.044973946719058
20,ATL,1610612737,2021-10-30,2021-11-27,0.75124716553288,3466.0,0.7875457875457874,0.8732666804095377,7,4,,5.428571428571429,0.26241641441543767,2400.0933333333332,2856.0,3532.5821348952063,,5.736263736263736,8.054007557336162
21,ATL,1610612737,2021-11-01,2021-12-01,0.780431869717584,4070.0,0.7967032967032966,0.8887007833436404,7,3,,6.071428571428571,0.17172140305001793,2344.2533333333336,2874.0,5895.130140092513,,6.010989010989011,8.48814858709849
22,ATL,1610612737,2021-11-03,2021-12-03,0.8048031333745619,4135.0,0.7967032967032966,0.9006218649075792,8,3,,5.928571428571429,0.1329774980989259,2415.133333333333,2943.0,6306.821737648663,,5.835164835164835,8.728523748796476
23,ATL,1610612737,2021-11-04,2021-12-05,0.8048031333745619,4135.0,0.7967032967032966,0.9006218649075792,8,3,,5.928571428571429,0.10740992990596744,2410.4133333333334,2911.0,6306.821737648663,,5.835164835164835,8.752999432264394
24,ATL,1610612737,2021-11-06,2021-12-06,0.8535095856524427,3873.0,0.7838827838827839,0.923291589363018,8,2,,5.928571428571429,0.03712284453822294,2452.0,2981.6,5751.191780395162,,5.3076923076923075,8.755660556308628
25,ATL,1610612737,2021-11-08,2021-12-10,0.8457070707070707,3679.0,0.7765567765567765,0.919558682058682,8,2,,5.857142857142857,0.036674793760694914,2553.9066666666668,3033.0,5018.398883703739,,5.142857142857143,8.749250694318375
26,ATL,1610612737,2021-11-09,2021-12-13,0.8457070707070707,3679.0,0.7765567765567765,0.919558682058682,8,2,,5.857142857142857,0.01577536678423562,2474.9066666666668,3020.0,5018.398883703739,,5.142857142857143,8.789096638315288
27,ATL,1610612737,2021-11-12,2021-12-15,0.8457070707070707,3679.0,0.7765567765567765,0.919558682058682,8,2,,5.857142857142857,0.016764894160621407,2560.8,3079.0,5018.398883703739,,5.142857142857143,8.78556586429673
28,ATL,1610612737,2021-11-14,2021-12-17,0.8506160506160506,3389.0,0.8098290598290597,0.9229770229770229,8,2,,6.0,0.16496750496922521,2578.56,3086.0,4401.145079050763,,5.4743589743589745,8.604029079948985
29,ATL,1610612737,2021-11-15,2021-12-22,0.8195475159760873,3960.0,0.783882783882784,0.9058776540919398,8,2,,5.785714285714286,0.10805036033957545,2395.6666666666665,3053.0,6062.520928332968,,5.395604395604396,8.853300620103699
30,ATL,1610612737,2021-11-17,2021-12-23,0.7748866213151926,5088.0,0.8150183150183151,0.8447545179688036,8,1,,6.857142857142857,0.03067253776521491,2259.3733333333334,2921.0,11867.663568939677,,6.406593406593407,10.033201674795892
31,ATL,1610612737,2021-11-20,2021-12-25,0.8318027210884356,5724.0,0.8406593406593407,0.9155045351473923,8,3,,7.142857142857143,0.09601698303469103,2259.213333333333,2864.0,14933.480716336953,,7.054945054945055,10.164403511014196
32,ATL,1610612737,2021-11-22,2021-12-27,0.8228783121640264,6040.0,0.8516483516483516,0.9114391560820133,8,5,,7.357142857142857,0.1137017624520806,2308.9733333333334,2806.0,16544.18625392203,,7.648351648351649,10.082202444758376
33,ATL,1610612737,2021-11-24,2021-12-29,0.7979746179746179,7295.0,0.8380952380952381,0.8989873089873089,8,5,,7.333333333333333,0.04164836834248776,2292.0533333333333,2739.0,24975.743691487154,,7.809523809523809,10.802655913956817
34,ATL,1610612737,2021-11-26,2021-12-31,0.7979746179746179,7295.0,0.8380952380952381,0.8989873089873089,8,5,,7.333333333333333,0.045753252946486946,2050.213333333333,2614.0,24975.743691487154,,7.809523809523809,10.717646941406258
35,ATL,1610612737,2021-11-27,2022-01-03,0.7981144781144782,7812.0,0.8476190476190476,0.8990572390572391,8,5,,7.466666666666667,0.06127449597613014,2062.56,2513.0,30852.83208366216,,8.2,10.896362697787826
