,TEAM_NAME,TEAM_ID,"(203083, 1628971)","(203083, 201933)","(203083, 1630561)","(203083, 201142)","(203083, 201988)","(203083, 201609)","(203083, 1627732)","(203083, 202681)","(203083, 203925)","(203083, 1630556)","(203083, 1630549)","(203083, 200746)","(203083, 1630560)","(203083, 203552)","(203083, 1629651)","(1628971, 201933)","(1628971, 1630561)","(1628971, 201142)","(1628971, 201988)","(1628971, 201609)","(1628971, 1627732)","(1628971, 202681)","(1628971, 203925)","(1628971, 1630556)","(1628971, 1630549)","(1628971, 200746)","(1628971, 1630560)","(1628971, 203552)","(1628971, 1629651)","(201933, 1630561)","(201933, 201142)","(201933, 201988)","(201933, 201609)","(201933, 1627732)","(201933, 202681)","(201933, 203925)","(201933, 1630556)","(201933, 1630549)","(201933, 200746)","(201933, 1630560)","(201933, 203552)","(201933, 1629651)","(1630561, 201142)","(1630561, 201988)","(1630561, 201609)","(1630561, 1627732)","(1630561, 202681)","(1630561, 203925)","(1630561, 1630556)","(1630561, 1630549)","(1630561, 200746)","(1630561, 1630560)","(1630561, 203552)","(1630561, 1629651)","(201142, 201988)","(201142, 201609)","(201142, 1627732)","(201142, 202681)","(201142, 203925)","(201142, 1630556)","(201142, 1630549)","(201142, 200746)","(201142, 1630560)","(201142, 203552)","(201142, 1629651)","(201988, 201609)","(201988, 1627732)","(201988, 202681)","(201988, 203925)","(201988, 1630556)","(201988, 1630549)","(201988, 200746)","(201988, 1630560)","(201988, 203552)","(201988, 1629651)","(201609, 1627732)","(201609, 202681)","(201609, 203925)","(201609, 1630556)","(201609, 1630549)","(201609, 200746)","(201609, 1630560)","(201609, 203552)","(201609, 1629651)","(1627732, 202681)","(1627732, 203925)","(1627732, 1630556)","(1627732, 1630549)","(1627732, 200746)","(1627732, 1630560)","(1627732, 203552)","(1627732, 1629651)","(202681, 203925)","(202681, 1630556)","(202681, 1630549)","(202681, 200746)","(202681, 1630560)","(202681, 203552)","(202681, 1629651)","(203925, 1630556)","(203925, 1630549)","(203925, 200746)","(203925, 1630560)","(203925, 203552)","(203925, 1629651)","(1630556, 1630549)","(1630556, 200746)","(1630556, 1630560)","(1630556, 203552)","(1630556, 1629651)","(1630549, 200746)","(1630549, 1630560)","(1630549, 203552)","(1630549, 1629651)","(200746, 1630560)","(200746, 203552)","(200746, 1629651)","(1630560, 203552)","(1630560, 1629651)","(203552, 1629651)"
0,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,9,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,10,0,0,0,0,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,8,2,0,0,0,0,0,13,0,13,0,2,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0
2,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,2,0,0,0,4,0,0,6,29,0,0,29,0,0,0,29,0,0,19,0,0,24,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,5,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,4,0,0,0,4,22,0,0,0,0,0,0,11,19,0,22,0,0,0,0,0,0,2,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,18,0
4,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,4,0,0,13,13,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,10,4,0,18,0,31,0,0,0,0,6,5,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,10,0,0,0,0,0,0,6,0
5,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,11,0,0,9,0,0,0,14,0,0,0,0,0,0,7,19,0,0,25,0,7,19,0,28,0,6,0,0,13,0,5,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,24,0,9,0,0,0,0,0,0,9,0,13,0,0,0,17,0,0,0,0,0,0,0,0
6,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,4,0,0,0,14,19,0,0,11,0,6,0,0,2,0,0,0,0,0,0,0,0,0,7,0,5,0,0,17,0,0,21,0,16,17,0,2,0,0,0,0,8,0,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0
7,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,6,0,12,0,0,5,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,2,0,0,0,0,0,0,0,0
8,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,8,0,0,4,0,0,0,2,12,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,9,0,12,0,0,0,0,0,0,26,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,25,0,0,0,27,0,0,0,0,0,0,0,0
9,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,2,0,8,2,0,0,0,0,0,0,0,16,0,5,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,20,12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,21,19,0,0,0,0,0,0,0,0,19,10,4,0,0,0,2,0,0,14,0,0,0,0,0
10,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,13,18,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,37,15,0,0,0,0,0,0,0,0,12,17,4,0,0,0,2,0,0,20,0,0,0,0,0
11,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,18,0,2,2,6,0,0,0,0,0,8,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,13,2,0,0,0,0,0,0,0,0,7,10,0,0,0,0,2,0,0,10,0,0,0,0,0
12,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,6,0,7,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,34,19,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,8,6,0,0,0,0,0,0,0,0,16,5,0,0,0,0,9,0,0,10,0,0,0,0,0
13,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,0,0,0,0,2,0,0,0,2,0
14,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,8,0,0,0,0,0
15,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,0,0,10,4,0,0,0,0,24,0,0,13,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,25,0,6,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,9,0,17,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,6,0,0,0,2,0
16,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,4,0,2,0,0,0,0,17,0,0,25,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,13,0,0,0,0,0,0,0,0,7,0,10,0,2,0,0,0,0,0,0,2,0
17,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,8,0,0,0,0,8,0,0,0,0,13,0,0,16,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0
18,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,8,0,18,0,0,0,0,12,0,0,24,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,11,0,0,0,0,0,0,0,0,2,0,4,0,0,0,18,0,0,0,0,0,0,3,0
19,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,9,0,16,0,0,0,0,25,0,0,33,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0
20,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,7,0,0,0,0,0,4,0,12,0,0,7,0,9,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0
21,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,5,0,0,0,0,17,0,0,18,0,8,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,45,0,0,0,0,0,0,0,0,2,0,15,0,0,0,8,0,0,0,0,0,0,0,0
22,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,16,0,9,4,0,14,0,0,0,0,8,0,0,9,0,10,0,0,7,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,31,0,0,0,0,0,0,0,0,10,0,9,0,0,0,23,0,0,0,0,0,0,0,0
23,BKN,1610612751,18,0,0,0,10,0,0,0,0,0,0,0,6,26,0,0,0,0,12,0,0,0,0,16,0,21,12,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,14,0,0,4,0,0,16,9,0,6,0,0
24,BKN,1610612751,10,11,0,0,9,0,0,0,0,0,0,0,4,22,0,3,0,0,8,0,0,0,0,2,0,10,11,13,0,0,0,8,0,0,0,0,3,0,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,29,18,0,25,0,0
25,BKN,1610612751,10,0,0,0,15,0,0,0,0,6,0,0,5,9,0,0,4,0,24,0,0,0,0,2,0,6,12,17,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,10,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,0,22,10,0,12,0,0
26,BKN,1610612751,13,0,0,0,6,0,0,0,0,6,0,0,4,21,0,2,0,0,9,0,0,0,0,6,0,4,6,33,6,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,2,6,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,0,6,0,6,0,8,10,13,0,11,10,2
27,BKN,1610612751,27,0,0,0,0,6,0,26,0,7,0,0,0,30,0,0,0,0,0,2,0,33,0,5,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,6,7,0,0,0,2,0,5,0,7,8,7,0,0,0,0,0,0,0,0,0,0,10,0,18,14,29,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,13,0,0,0,0,0
28,BKN,1610612751,12,3,0,0,5,0,0,0,0,0,0,0,2,5,0,0,2,0,10,0,0,0,0,0,0,6,4,20,0,0,0,6,5,0,0,0,5,0,7,7,0,0,0,0,0,0,0,0,9,13,2,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,0,0,5,5,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,10,0,7,0,9,0,11,9,9,0,0,7,0
29,BKN,1610612751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,6,0,0,0,0,0,17,2,22,2,0,0,0,10,0,0,0,3,0,0,18,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,24,7,0,0,0,0,0,2,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,4,11,10
30,BKN,1610612751,17,0,0,16,10,7,0,0,0,0,0,0,0,13,0,0,0,25,15,20,0,0,0,0,0,7,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,0,0,0,0,0,14,17,14,0,0,0,0,0,0,0,10,12,6,7,0,0,0,0,0,6,4,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,2,3
31,BKN,1610612751,8,0,0,19,3,4,0,13,0,0,0,0,0,4,4,0,0,31,0,0,0,23,0,0,0,14,6,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,34,0,0,0,25,6,27,12,8,0,8,0,0,0,4,0,0,0,0,12,0,0,0,11,0,3,3,0,0,0,0,0,0,0,0,0,0,0,18,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,5
32,BKN,1610612751,14,0,0,23,12,10,0,23,0,0,0,0,0,12,0,0,0,23,4,4,0,31,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,36,0,0,0,0,0,20,4,14,0,23,0,0,0,0,0,9,8,0,28,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
33,BKN,1610612751,10,0,0,19,0,2,0,12,0,0,0,0,0,22,0,0,0,31,4,4,0,16,0,0,0,0,2,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,34,0,0,0,0,0,41,9,10,0,16,0,0,0,0,2,0,14,0,8,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,10
34,BKN,1610612751,20,0,0,42,12,17,0,0,0,0,0,0,0,0,0,0,0,56,9,21,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,0,0,0,0,0,5,0,22,8,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
35,BKN,1610612751,14,0,0,18,0,2,0,32,0,8,0,0,0,0,0,0,0,16,9,6,0,41,0,10,0,0,0,0,6,0,0,15,0,0,10,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,43,0,11,0,0,0,0,10,0,0,21,0,19,0,0,0,0,10,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,35,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
36,BKN,1610612751,20,0,0,23,10,21,0,0,0,9,0,0,0,0,0,0,0,31,10,24,0,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,0,12,0,0,0,0,19,18,0,0,0,7,0,0,3,0,21,0,0,0,10,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0
37,BKN,1610612751,12,0,0,19,4,13,0,0,0,0,0,0,14,26,0,0,0,36,6,19,0,0,0,0,0,0,4,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,0,6,0,0,2,39,19,2,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,10,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,15
