,TEAM,TEAM_ID,START_DATE,END_DATE,AVERAGE_CLUSTERING,S_METRIC,GLOBAL_EFFICIENCY,LOCAL_EFFICIENCY,CLIQUE_NUMBER,NODE_CONNECTIVITY,STOER_WAGNER,AVERAGE_CORE_NUMBER,DEGREE_ASSORTATIVITY_COEFFICIENT,RANDOMIZED_PARTITIONING,ONE_EXCHANGE,ESTRADA_INDEX,PROMINENT_GROUP_CENTRALITY,AVERAGE_NODE_CONNECTIVITY,AVERAGE_DEGREE_CONNECTIVITY
15,IND,1610612754,2021-10-20,2021-11-17,0.7208333333333333,407.0,0.7976190476190477,0.7756944444444444,5,1,,3.375,0.044593628544236756,662.6933333333334,903.0,136.645958955599,,3.0714285714285716,5.352734207409229
16,IND,1610612754,2021-10-22,2021-11-19,0.7208333333333333,407.0,0.7976190476190477,0.7756944444444444,5,1,,3.375,0.061947537347172114,659.1733333333333,889.0,136.645958955599,,3.0714285714285716,5.343409728549796
17,IND,1610612754,2021-10-23,2021-11-20,0.7208333333333333,407.0,0.7976190476190477,0.7756944444444444,5,1,,3.375,0.059733217982155924,594.0933333333334,775.0,136.645958955599,,3.0714285714285716,5.3498510190304716
18,IND,1610612754,2021-10-25,2021-11-22,0.7208333333333333,407.0,0.7976190476190477,0.7756944444444444,5,1,,3.375,0.059046526991057384,578.12,796.0,136.645958955599,,3.0714285714285716,5.319476517381098
19,IND,1610612754,2021-10-27,2021-11-24,0.8363095238095238,454.0,0.8214285714285714,0.9161706349206349,5,2,,3.5,0.13760282209949662,555.3333333333334,765.0,152.86437518063823,,3.357142857142857,5.155431796822249
20,IND,1610612754,2021-10-29,2021-11-26,0.6958333333333334,343.0,0.773809523809524,0.7645833333333333,5,1,,3.25,0.3211630957586358,546.1066666666667,775.0,106.84268369635497,,2.7857142857142856,4.958679214929215
21,IND,1610612754,2021-10-30,2021-11-28,0.6958333333333334,343.0,0.773809523809524,0.7645833333333333,5,1,,3.25,0.32033066369501034,554.7333333333333,789.0,106.84268369635497,,2.7857142857142856,4.927817485448898
22,IND,1610612754,2021-11-01,2021-11-29,0.8166666666666668,501.0,0.8333333333333334,0.9069444444444444,5,2,,3.625,0.2066676179004822,582.56,808.0,174.32269117196816,,3.642857142857143,5.135691423698147
23,IND,1610612754,2021-11-03,2021-12-01,0.8666666666666668,430.0,0.9047619047619048,0.9333333333333333,5,3,,3.857142857142857,0.05186290133948744,592.8,778.0,154.7988184783964,,4.142857142857143,5.073550293441627
24,IND,1610612754,2021-11-05,2021-12-03,0.9238095238095239,577.0,0.9523809523809523,0.9619047619047619,6,4,,4.857142857142857,-0.05961586166673368,540.4666666666667,785.0,248.59498913665905,,5.0,5.72503641682886
25,IND,1610612754,2021-11-07,2021-12-06,0.9238095238095239,577.0,0.9523809523809523,0.9619047619047619,6,4,,4.857142857142857,-0.059514187572461186,570.2266666666667,773.0,248.59498913665905,,5.0,5.720453789681017
