,TEAM,TEAM_ID,START_DATE,END_DATE,AVERAGE_CLUSTERING,S_METRIC,GLOBAL_EFFICIENCY,LOCAL_EFFICIENCY,CLIQUE_NUMBER,NODE_CONNECTIVITY,STOER_WAGNER,AVERAGE_CORE_NUMBER,DEGREE_ASSORTATIVITY_COEFFICIENT,RANDOMIZED_PARTITIONING,ONE_EXCHANGE,ESTRADA_INDEX,PROMINENT_GROUP_CENTRALITY,AVERAGE_NODE_CONNECTIVITY,AVERAGE_DEGREE_CONNECTIVITY
15,MIA,1610612748,2021-10-21,2021-11-18,0.9310800310800311,8713.0,0.9551282051282052,0.9655400155400156,10,8,,8.923076923076923,-0.09734383866344909,2718.2933333333335,3348.0,63929.85598319131,,10.128205128205128,11.560322440855643
16,MIA,1610612748,2021-10-23,2021-11-20,0.9310800310800311,8713.0,0.9551282051282052,0.9655400155400156,10,8,,8.923076923076923,-0.10245012076468678,2811.0666666666666,3311.0,63929.85598319131,,10.128205128205128,11.556129042596481
17,MIA,1610612748,2021-10-25,2021-11-23,0.9310800310800311,8713.0,0.9551282051282052,0.9655400155400156,10,8,,8.923076923076923,-0.10578022907672177,2797.32,3319.0,63929.85598319131,,10.128205128205128,11.562789913625874
18,MIA,1610612748,2021-10-27,2021-11-24,0.9310800310800311,8713.0,0.9551282051282052,0.9655400155400156,10,8,,8.923076923076923,-0.10901079659551724,2721.3333333333335,3273.0,63929.85598319131,,10.128205128205128,11.575100777768544
19,MIA,1610612748,2021-10-29,2021-11-27,0.9310800310800311,8713.0,0.9551282051282052,0.9655400155400156,10,8,,8.923076923076923,-0.11353986976797929,2573.3866666666668,3219.0,63929.85598319131,,10.128205128205128,11.592090783964295
20,MIA,1610612748,2021-10-30,2021-11-29,0.9310800310800311,8713.0,0.9551282051282052,0.9655400155400156,10,8,,8.923076923076923,-0.1219259853484889,2537.3733333333334,3219.0,63929.85598319131,,10.128205128205128,11.611825974554264
21,MIA,1610612748,2021-11-02,2021-12-01,0.915073815073815,8368.0,0.9487179487179487,0.9575369075369076,9,8,,8.923076923076923,-0.12417412756745036,2625.9466666666667,3147.0,55249.0413299333,,9.935897435897436,11.593221937607261
22,MIA,1610612748,2021-11-04,2021-12-03,0.9099067599067598,8100.0,0.9423076923076923,0.9549533799533799,9,7,,8.846153846153847,-0.18144556958262653,2583.4266666666667,3082.0,49784.23452782073,,9.692307692307692,11.615248883559087
23,MIA,1610612748,2021-11-06,2021-12-04,0.8888777888777889,7213.0,0.9230769230769231,0.9444388944388944,9,7,,7.846153846153846,-0.23975625464224942,2597.36,3172.0,33829.39579433789,,9.038461538461538,11.279818119168624
24,MIA,1610612748,2021-11-08,2021-12-06,0.8888777888777889,7213.0,0.9230769230769231,0.9444388944388944,9,7,,7.846153846153846,-0.24105384474118155,2696.0933333333332,3113.0,33829.39579433789,,9.038461538461538,11.24485370211149
